Month,temp_max_daily,temp_min_daily,temp_max_extreme,temp_min_extreme,rainfall_total,rainfall_max_daily,rainy_days,sunshine_mean_daily,humidity_min,humidity_mean_24hr
1997-08-01,32.6,25.9,34,22,86.6,61.4,9,5.7,52,78.2
1997-07-01,32.4,26,34,23.6,18.6,5.4,9,6.5,47,76.5
1997-06-01,33.2,26,34.7,23.6,78.9,25,12,7.3,49,76.7
1997-05-01,33.6,26.3,35.1,24.7,41.6,35.6,6,6.8,49,77.7
1997-04-01,32.5,25,34.4,22.3,118.4,44.6,12,5.6,46,82.7
1997-03-01,32.8,24.9,34.2,23.7,34.3,17.4,10,7,44,79.6
1997-02-01,31.9,24.5,33.7,22.3,105.4,35.7,8,4.9,52,80.8
1997-01-01,31.5,24,33.3,23.1,15.4,13.9,3,7.7,48,77.3
1996-12-01,30.7,23.9,33,22.6,185.5,72.4,15,4.5,55,82.9
1996-11-01,31.5,24.6,33.6,22.4,180.2,60.5,16,4.4,43,83.5
1996-10-01,31.2,24.4,33.1,22.9,300,45.8,20,4.3,52,83
1996-09-01,31.1,24.6,33.2,22.3,297,66.5,18,4.8,52,82.2
1996-08-01,31.4,24.3,33.1,22.3,258.4,64.6,17,5,50,83.4
1996-07-01,31.5,25.4,33.3,22.1,162.3,55.3,10,6.8,52,81.9
1996-06-01,32,25.3,33.9,22.1,265.8,94.3,15,5.9,56,84.3
1996-05-01,32.4,25.2,33.3,22.9,107.5,18.6,15,7,55,83.7
1996-04-01,31.7,24.9,33.6,23.2,178.2,55.7,15,5.4,56,85.5
1996-03-01,32.4,24.5,34.4,22.2,129.7,61.8,8,7.7,50,81
1996-02-01,30.2,24,32,22.3,180.2,53,11,5.8,52,84.6
1996-01-01,30.1,23.4,32.5,22.1,173.2,39,10,5.2,54,84.2
1995-12-01,29.5,23.9,32.5,22.5,302.5,55.6,20,3.1,58,86.6
1995-11-01,31,24.1,33.3,22.5,372.8,198.6,20,3.7,51,86.8
1995-10-01,32.1,24.8,34.1,22.9,101.1,37.1,12,4.7,45,82.8
1995-09-01,32,25.1,33,22.6,29.5,5.7,7,5.8,51,81.6
1995-08-01,30.6,24.6,32.4,22.8,211.6,37.9,21,4.1,58,85.6
1995-07-01,31.2,25.2,33,22.8,173.6,52.3,13,5.2,58,82.6
1995-06-01,32.7,25.8,34,24.3,63.7,45,12,6.6,51,81.9
1995-05-01,32.3,25.6,34,23.2,84.4,32.8,11,6,54,83.7
1995-04-01,32,25,33.5,23.5,242.3,73.6,16,5.7,53,85.3
1995-03-01,31.8,24.6,33.2,23.1,67.7,31.1,10,5.9,54,83.9
1995-02-01,29.8,23.8,32.4,22.6,334,159.3,16,4.9,60,87.5
1995-01-01,30.6,24.1,32.8,21.8,349.4,108.3,21,5,59,86.2
1994-12-01,30.7,24.1,32.6,22,425.4,133.8,18,5.3,58,85.5
1994-11-01,30.5,24,32.5,22.4,322.2,178.3,21,4.5,58,88.4
1994-10-01,32.1,24.6,34.2,22.7,84.7,35.4,11,4.5,43,81.5
1994-09-01,31.9,25.5,34.1,22,23.7,11.3,6,3.8,37,78.7
1994-08-01,31.9,25.2,32.9,22.5,45.1,15.5,12,6.5,52,80
1994-07-01,31.6,25.7,32.7,20.5,53.8,17,6,7.6,53,78.9
1994-06-01,31.3,25.2,33.1,22.2,184.7,61.1,14,6,55,83.5
1994-05-01,31.1,25.1,32.6,22.6,169.6,45.1,16,5,52,84.8
1994-04-01,31.9,24.8,33.6,23.2,154,46.3,15,5.8,54,84.8
1994-03-01,30.5,24.2,32.2,22.9,288.2,64.2,19,3.5,55,87.1
1994-02-01,31.6,24,32.5,22.6,133.5,26.3,15,6.4,53,84.5
1994-01-01,30.9,24.1,32.4,23.1,56.9,17.5,7,6.2,50,82.1
1993-12-01,30.3,24,32.9,22.4,308.5,67.6,19,4.2,57,87.4
1993-11-01,30.9,24.2,32.5,22.7,250.8,61.3,18,4.7,57,87.4
1993-10-01,31.6,24.7,33.2,22.5,175.5,62.7,13,5.2,51,84.3
1993-09-01,31.7,24.9,33.2,22.7,61.7,42,7,5.9,45,81.4
1993-08-01,32.1,25.4,33.9,22,106.8,53.5,11,7.4,51,79.4
1993-07-01,31.1,25.2,32.8,22.5,240,46.4,15,5.2,52,83.2
1993-06-01,31.9,25.4,33.3,22.7,115.5,29.4,17,6.2,50,80.9
1993-05-01,31.9,25.4,34.2,22.5,129.9,37.2,10,6.1,46,82.9
1993-04-01,31.8,24.4,33.5,21.7,283.9,56.7,20,6.4,51,84.5
1993-03-01,30.7,24,32.2,22.3,250.5,56.9,14,5.4,56,86.3
1993-02-01,31.4,23.8,32.7,22.7,69.2,27,8,8.5,50,80.5
1993-01-01,29.9,23.8,31.6,21.9,176.4,37.2,11,5.5,58,85.7
1992-12-01,29.2,23.4,31.4,22.2,502.7,105.7,23,3.4,60,90.3
1992-11-01,30,23.7,32,22.5,474.3,120.6,18,3.7,59,87.7
1992-10-01,31.4,24.3,32.9,22.9,233.2,45.5,20,4.5,48,82
1992-09-01,31.5,24.5,34,22.9,83.6,17.5,13,5.1,45,82.9
1992-08-01,31.4,24.3,33.6,21.7,76.1,31,11,5.7,46,81.1
1992-07-01,30.9,24.2,33.5,22.1,290.8,97.3,19,4.7,55,83.8
1992-06-01,32,24.9,33.6,21.1,162.8,38.4,14,5.5,52,82.7
1992-05-01,32.5,25.1,34.1,23.5,63.1,13.7,13,5.7,53,83.3
1992-04-01,32.9,25.1,34.6,22.5,160.3,94.7,13,6.5,44,82.4
1992-03-01,33,25,34.7,22.9,67.6,35.1,6,7.4,54,80.6
1992-02-01,32.1,24.3,33.1,22.3,62.4,43.2,4,7.7,49,80.5
1992-01-01,30.7,23.8,31.8,22.1,83.9,56.2,9,6.6,55,82.4
1991-12-01,29.1,23.4,31.5,22.2,492.3,79.4,19,3,61,90.7
1991-11-01,30.6,23.6,32.6,22,205,75.2,19,3.5,53,86.5
1991-10-01,31.8,24.7,33.4,22.9,52,20.4,5,4.2,40,81.4
1991-09-01,31.3,24.7,32.5,23,123.1,53.6,12,4.1,58,83
1991-08-01,32.2,25.3,33.6,22.4,226.2,129.9,8,5.3,43,79.8
1991-07-01,32.1,25.7,34,23.1,37.3,10.7,8,6.7,44,78.7
1991-06-01,32.2,25.8,33.6,23.5,88.7,55.6,9,7.1,56,81
1991-05-01,31.5,25,33.2,22.6,256.4,44,23,5.1,57,86.6
1991-04-01,32.3,24.7,34.1,22.8,134.2,32.2,13,5.8,49,84.3
1991-03-01,32.4,24.7,34,22.5,92.4,48.6,10,7.1,50,79.9
1991-02-01,31.8,24.1,33.5,22.7,45.5,17.9,7,7,51,81.6
1991-01-01,30.9,24.2,33.1,22.7,123.9,36.2,13,5.6,50,84.1
1990-12-01,30.2,24.1,31.8,22.9,201.1,33.5,16,5.5,58,86
1990-11-01,31.3,24.6,34,22.4,180.4,46.9,17,4.6,49,83.5
1990-10-01,31.8,24.9,33.3,23.7,56.4,20.2,12,5.9,50,83.5
1990-09-01,31.3,24.2,33.3,21.2,204.5,44.5,17,5.1,39,83.2
1990-08-01,31.4,25.1,33.9,21.1,146.6,38.3,13,5.8,46,82.3
1990-07-01,31.4,24.6,33.5,22.6,124,44.5,12,5.9,53,82.7
1990-06-01,32.4,25.4,33.8,21.9,112.6,76.1,9,6.3,46,80.7
1990-05-01,32.8,25.6,34.6,23,180.1,153.7,11,6.5,45,81.1
1990-04-01,33.4,25.3,35,23.1,52.4,12,10,6.3,44,81.2
1990-03-01,33.3,25,34.7,21.4,94.2,48.6,4,8.3,39,77.6
1990-02-01,32.4,24.9,34,24,24.1,6.6,8,8.9,38,80.9
1990-01-01,30.3,23.7,32.1,22.4,147.4,73.9,13,5.3,52,83.8
1989-12-01,30.2,23.9,32,22.5,179.7,44.2,18,4.8,58,85.5
1989-11-01,31,24,32.8,22.6,508.4,148.6,20,5.5,56,86
1989-10-01,31.3,24.2,32.9,21.1,111,24.9,16,5.5,51,83.7
1989-09-01,30.8,24.1,32.7,21.3,247.3,102.2,14,5.5,50,84.4
1989-08-01,31,23.9,33.3,21.5,201,81.4,18,5.3,48,83.7
1989-07-01,31.6,24.9,32.7,22.2,157.6,33.3,12,6,53,82.6
1989-06-01,31.7,24.4,33.2,22.3,117.6,45.9,12,6,53,83.3
1989-05-01,31.5,24.5,33.3,21.2,194,38.2,12,5.2,55,86.6
1989-04-01,31.8,24,34.5,21.9,198.6,39,17,5.7,53,86.4
1989-03-01,31,23.9,32.5,22.6,305.9,63.5,21,4.5,60,87.6
1989-02-01,31.8,23.7,33.3,22.3,52.4,48.4,3,6.7,51,78.3
1989-01-01,30.9,23.9,32.8,22.6,189.7,53,10,5.8,55,84.1
1988-12-01,30.4,23.9,31.6,23,62.9,22,11,5.7,58,81.1
1988-11-01,30.3,23.7,32.8,22.1,401.4,111.9,23,3.7,58,86.8
1988-10-01,31.5,24.5,34.5,22.4,134.6,39.8,17,4.1,46,83.2
1988-09-01,31,24.5,33.3,21.7,440.4,187.3,14,4.8,51,84.5
1988-08-01,30.8,24.5,32.7,22.6,80.1,19,14,4.9,54,84.9
1988-07-01,31.2,24.6,33.8,21,305.4,75.6,15,6,57,84
1988-06-01,31.8,24.9,33.6,22.2,252.2,69.4,13,6.5,45,81.6
1988-05-01,32,25.8,34.2,23.3,229.6,76.7,14,5.6,53,82.7
1988-04-01,32.4,25.2,33.7,24.2,109.6,22.8,13,5.4,54,84.5
1988-03-01,31.3,24.8,34.7,22.5,186.8,70.1,15,5.2,45,85.3
1988-02-01,32,24.6,33.8,23.6,158.1,46.7,9,6.7,55,83.2
1988-01-01,30.8,24.5,33.1,23.2,237.5,69,15,5.9,57,84.3
1987-12-01,30.4,24.2,32.8,22.7,72.8,24.3,11,4.8,57,84.6
1987-11-01,31.7,24.3,33.3,22.9,347.6,77.7,17,4.5,54,84
1987-10-01,32.5,25.2,33.7,23.5,22.6,5.9,9,5.8,49,82.1
1987-09-01,31.7,24.6,33.6,21.2,129.9,44.5,11,5.4,51,82.5
1987-08-01,31.1,25,33.8,22.5,191.9,48.2,16,5.1,57,83.6
1987-07-01,31.6,25.4,33.7,22.5,80.9,21.6,11,6.7,55,81.3
1987-06-01,32.4,26,33.5,22,126.6,30.7,15,6.8,47,80.7
1987-05-01,31.7,25,33.2,22.4,270,81.4,16,5.6,59,84.6
1987-04-01,32.6,25.1,34.6,22.5,72.5,27.7,10,6.2,51,82.8
1987-03-01,32.1,24.8,33.3,23,132.5,40.9,12,6.9,50,83.2
1987-02-01,31.6,23.7,33,22.8,86.9,34.8,7,9.2,47,79
1987-01-01,28.8,23.4,31.4,22.1,568.6,127.4,16,4,56,86
1986-12-01,30.3,23.9,32,22.5,367.2,131.7,16,5.4,55,85.2
1986-11-01,30.9,24.1,32.8,22.8,256.7,40.5,21,4.5,53,84.1
1986-10-01,30.9,24.3,32.6,22.5,227.3,65.6,20,5,57,85
1986-09-01,30.6,23.6,32.4,21.2,396,97.6,22,4.7,54,84.4
1986-08-01,31.9,25.2,34.2,21.9,72.9,28.4,11,5.6,40,77.3
1986-07-01,31.5,27.9,33.2,21.9,109.7,23.5,12,6.2,48,79.9
1986-06-01,31.6,27.9,33.2,22.2,122.9,34.5,13,6.8,50,82.5
1986-05-01,31.8,25.4,33.4,22,145.1,51.3,13,6.2,48,81.8
1986-04-01,31.7,24.7,32.8,22.4,150,56.4,14,6.2,54,85.3
1986-03-01,30.5,24.1,32.7,22.6,353.4,71.1,17,6.2,55,86.6
1986-02-01,31.9,23.9,33.2,22.5,26.7,23,2,7.2,48,78.4
1986-01-01,29.3,23.4,31.4,21.5,308.2,95.6,13,3.9,55,83.9
1985-12-01,30.2,23.7,32.4,22.9,340.1,86.8,22,4.6,56,86.2
1985-11-01,31.1,23.8,33,22.5,179.4,38.2,21,4.1,54,85
1985-10-01,30.6,23.9,33.4,21.7,169,30.2,21,4.1,43,84.7
1985-09-01,30.9,24,32.5,22.1,110.7,22,18,5,48,83.1
1985-08-01,31.5,25.1,33,21.5,56.9,21.4,11,6.2,53,80.4
1985-07-01,30.8,23.9,33.3,21,131.8,32.2,17,5.3,50,83.1
1985-06-01,32.1,25.7,35,23.4,37,9.9,14,5.8,43,79.4
1985-05-01,31.8,25.2,33.6,23.5,70.1,36.2,12,5.7,55,83.4
1985-04-01,32.2,27.5,34.2,22.4,110.5,29.3,14,5.5,55,83.8
1985-03-01,31.8,24.2,33.3,23.1,88,23.8,13,5.6,56,83.9
1985-02-01,32.1,24.1,33.7,22.2,79.3,18.7,11,6.5,51,84
1985-01-01,31.2,23.6,33,22.2,111.1,35.5,7,8.7,49,81.5
1984-12-01,30,23.6,32.2,22,277.4,58.4,22,3.3,58,86.7
1984-11-01,31,24,32.7,22.8,127.7,35.4,17,4.3,58,86.3
1984-10-01,31.6,24.3,33.4,21.2,187.5,47.2,11,5.2,53,82.5
1984-09-01,30.9,23.7,32.4,21,186.7,46.5,17,4.9,49,83.9
1984-08-01,31.2,24.3,32.8,22.4,102.7,22.5,13,6,60,84.1
1984-07-01,30.7,24.7,33,22.5,127.2,49.2,12,5.7,55,83.7
1984-06-01,31.1,24.7,32.7,21.4,255,121.1,14,5.4,52,83.1
1984-05-01,31.3,24.5,32.9,21.9,186.5,46,12,6.4,54,84.1
1984-04-01,31.3,24.5,32.7,22.7,153.1,38.7,17,6.2,55,83.8
1984-03-01,30.8,23.8,32.8,22.1,361.3,119.4,19,5.3,56,85.4
1984-02-01,30,23.4,31.5,21.1,470.4,154.4,19,4.1,58,86
1984-01-01,29.5,22.9,31.7,21.2,251.2,62.3,18,4.1,55,85.8
