"","ccode","statename","stateabb","year","imports","exports","alt_imports","alt_exports","source1","source2","version"
"5659",338,"Malta","MLT",1966,106.93,28.5,NA,NA,2,2,4
"5660",338,"Malta","MLT",1967,109.53,27.15,NA,NA,2,2,4
"5661",338,"Malta","MLT",1968,119.41,32.8,NA,NA,2,2,4
"5662",338,"Malta","MLT",1969,143.52,38.28,NA,NA,2,2,4
"5663",338,"Malta","MLT",1970,158.38,38.54,NA,NA,2,2,4
"5664",338,"Malta","MLT",1971,154.61,45.11,NA,NA,2,2,4
"5665",338,"Malta","MLT",1972,172.73,67.16,NA,NA,2,2,4
"5666",338,"Malta","MLT",1973,237.35,98.47,NA,NA,2,2,4
"5667",338,"Malta","MLT",1974,356.36,133.95,NA,NA,2,2,4
"5668",338,"Malta","MLT",1975,371.76,166.01,NA,NA,2,2,4
"5669",338,"Malta","MLT",1976,421.83,228.91,NA,NA,2,2,4
"5670",338,"Malta","MLT",1977,511.42,288.68,NA,NA,2,2,4
"5671",338,"Malta","MLT",1978,571.96,342.47,NA,NA,2,2,4
"5672",338,"Malta","MLT",1979,753.67,424.29,NA,NA,2,2,4
"5673",338,"Malta","MLT",1980,940.04,485.71,NA,NA,2,2,4
"5674",338,"Malta","MLT",1981,860.47,449.56,NA,NA,2,2,4
"5675",338,"Malta","MLT",1982,789.19,410.94,NA,NA,2,2,4
"5676",338,"Malta","MLT",1983,732.54,363.34,NA,NA,2,2,4
"5677",338,"Malta","MLT",1984,716.39,394.45,NA,NA,2,2,4
"5678",338,"Malta","MLT",1985,756.33,399.32,NA,NA,2,2,4
"5679",338,"Malta","MLT",1986,885.16,498.35,NA,NA,2,2,4
"5680",338,"Malta","MLT",1987,1137.67,604.64,NA,NA,2,2,4
"5681",338,"Malta","MLT",1988,1349.57,697.69,NA,NA,2,2,4
"5682",338,"Malta","MLT",1989,1477.7416414143,844.098693830228,NA,NA,2,2,4
"5683",338,"Malta","MLT",1990,1951.3717975525,1126.53278538973,NA,NA,2,2,4
"5684",338,"Malta","MLT",1991,2113.47273022576,1290.94640401556,NA,NA,2,2,4
"5685",338,"Malta","MLT",1992,2344.66738192042,1539.25126414917,NA,NA,2,2,4
"5686",338,"Malta","MLT",1993,2173.30935776198,1354.11771698479,NA,NA,2,2,4
"5687",338,"Malta","MLT",1994,2440.91465393757,1556.62524160517,NA,NA,2,2,4
"5688",338,"Malta","MLT",1995,2942.40624419455,1913.38475134491,NA,NA,2,2,4
"5689",338,"Malta","MLT",1996,2805.37731929626,1740.47331595482,NA,NA,2,2,4
"5690",338,"Malta","MLT",1997,2552.91656264883,1643.83975768282,NA,NA,2,2,4
"5691",338,"Malta","MLT",1998,3722.58108404237,1844.71098624452,NA,NA,2,2,4
"5692",338,"Malta","MLT",1999,2845.8304299794,1983.84136554387,NA,NA,2,2,4
"5693",338,"Malta","MLT",2000,3399.83548168185,2441.67412071176,NA,NA,2,2,4
"5694",338,"Malta","MLT",2001,4761.23873887904,2241.36069660371,NA,NA,2,2,4
"5695",338,"Malta","MLT",2002,2828.08236336225,2215.35683237754,NA,NA,2,2,4
"5696",338,"Malta","MLT",2003,3396.39260846514,2460.69071838827,NA,NA,2,2,4
"5697",338,"Malta","MLT",2004,3803.24092656256,2624.03859628431,NA,NA,2,2,4
"5698",338,"Malta","MLT",2005,3710.6572,2393.0369,NA,NA,2,2,4
"5699",338,"Malta","MLT",2006,4306.7912,2802.3626,NA,NA,2,2,4
"5700",338,"Malta","MLT",2007,4810.4485,3442.6708,NA,NA,2,2,4
"5701",338,"Malta","MLT",2008,5324.6645,3472.191,NA,NA,2,2,4
"5702",338,"Malta","MLT",2009,4476.2251,2867.5921,NA,NA,2,2,4
"5703",338,"Malta","MLT",2010,4981.0186,2612.9737,NA,NA,2,2,4
"5704",338,"Malta","MLT",2011,6215.5786,3222.0499,NA,NA,2,2,4
"5705",338,"Malta","MLT",2012,6499.1018,3095.9256,NA,NA,2,2,4
"5706",338,"Malta","MLT",2013,6021.4073,2536.8461,NA,NA,2,2,4
"5707",338,"Malta","MLT",2014,6373.366,1936.8584,NA,NA,2,2,4
"5708",339,"Albania","ALB",1914,NA,NA,NA,NA,NA,NA,4
"5709",339,"Albania","ALB",1915,NA,NA,NA,NA,NA,NA,4
"5710",339,"Albania","ALB",1916,NA,NA,NA,NA,NA,NA,4
"5711",339,"Albania","ALB",1917,NA,NA,NA,NA,NA,NA,4
"5712",339,"Albania","ALB",1918,NA,NA,NA,NA,NA,NA,4
"5713",339,"Albania","ALB",1919,1.5,0.200000002980232,NA,NA,1,1,4
"5714",339,"Albania","ALB",1920,3.38474893569946,0.293822407722473,NA,NA,1,1,4
"5715",339,"Albania","ALB",1921,3.47490358352661,0.386100381612778,NA,NA,1,1,4
"5716",339,"Albania","ALB",1922,2.31660223007202,0.579150557518005,NA,NA,1,1,4
"5717",339,"Albania","ALB",1923,4.44015455245972,1.54440152645111,NA,NA,1,1,4
"5718",339,"Albania","ALB",1924,3.86100387573242,2.31660223007202,NA,NA,1,1,4
"5719",339,"Albania","ALB",1925,4.20830106735229,3.30559849739075,NA,NA,1,1,4
"5720",339,"Albania","ALB",1926,4.82625484466553,2.31660223007202,NA,NA,1,1,4
"5721",339,"Albania","ALB",1927,4.82625484466553,2.12355208396912,NA,NA,1,1,4
"5722",339,"Albania","ALB",1928,6.21359205245972,2.91262125968933,NA,NA,1,1,4
"5723",339,"Albania","ALB",1929,7.52895736694336,2.89575290679932,NA,NA,1,1,4
"5724",339,"Albania","ALB",1930,6.40173053741455,2.37538456916809,NA,NA,1,1,4
"5725",339,"Albania","ALB",1931,5.79150581359863,1.54440152645111,NA,NA,1,1,4
"5726",339,"Albania","ALB",1932,4.46601963043213,0.970873773097992,NA,NA,1,1,4
"5727",339,"Albania","ALB",1933,3.08880305290222,1.15830111503601,NA,NA,1,1,4
"5728",339,"Albania","ALB",1934,3.60360360145569,1.20120120048523,NA,NA,1,1,4
"5729",339,"Albania","ALB",1935,5,2,NA,NA,1,1,4
"5730",339,"Albania","ALB",1936,5.51948070526123,2.27272725105286,NA,NA,1,1,4
"5731",339,"Albania","ALB",1937,6.55737686157227,3.27868843078613,NA,NA,1,1,4
"5732",339,"Albania","ALB",1938,7.21311473846436,2.95081973075867,NA,NA,1,1,4
"5733",339,"Albania","ALB",1939,8.30000019073486,3.09999990463257,NA,NA,1,1,4
"5734",339,"Albania","ALB",1944,NA,NA,NA,NA,NA,NA,4
"5735",339,"Albania","ALB",1945,1.60000002384186,0.400000005960464,NA,NA,1,1,4
"5736",339,"Albania","ALB",1946,2.04999995231628,1.9099999666214,NA,NA,1,1,4
"5737",339,"Albania","ALB",1947,30.2700004577637,4.75,NA,NA,1,1,4
"5738",339,"Albania","ALB",1948,18.1800003051758,8.32999992370605,NA,NA,1,1,4
"5739",339,"Albania","ALB",1949,12.8900003433228,5.82000017166138,NA,NA,1,1,4
"5740",339,"Albania","ALB",1950,22.0599994659424,6.48000001907349,NA,NA,1,1,4
"5741",339,"Albania","ALB",1951,39.560001373291,9.14999961853027,NA,NA,1,1,4
"5742",339,"Albania","ALB",1952,31.7900009155273,13.1000003814697,NA,NA,1,1,4
"5743",339,"Albania","ALB",1953,40.0299987792969,11,NA,NA,1,1,4
"5744",339,"Albania","ALB",1954,25.8299999237061,10.8999996185303,NA,NA,1,1,4
"5745",339,"Albania","ALB",1955,42.8300018310547,13,NA,NA,1,1,4
"5746",339,"Albania","ALB",1956,38.810001373291,19.0100002288818,NA,NA,1,1,4
"5747",339,"Albania","ALB",1957,53.310001373291,29.0300006866455,NA,NA,1,1,4
"5748",339,"Albania","ALB",1958,78.6100006103516,29.2099990844727,NA,NA,1,1,4
"5749",339,"Albania","ALB",1959,85.2900009155273,34.0099983215332,NA,NA,1,1,4
"5750",339,"Albania","ALB",1960,NA,1.61,NA,NA,NA,3,4
"5751",339,"Albania","ALB",1961,NA,1.44,NA,NA,NA,3,4
"5752",339,"Albania","ALB",1962,NA,3.56,NA,NA,NA,3,4
"5753",339,"Albania","ALB",1963,NA,5.5,NA,NA,NA,3,4
"5754",339,"Albania","ALB",1964,NA,7.52,NA,NA,NA,3,4
"5755",339,"Albania","ALB",1965,NA,6.67,NA,NA,NA,3,4
"5756",339,"Albania","ALB",1966,NA,8.95,NA,NA,NA,3,4
"5757",339,"Albania","ALB",1967,NA,10.58,NA,NA,NA,3,4
"5758",339,"Albania","ALB",1968,NA,16.681,NA,NA,NA,3,4
"5759",339,"Albania","ALB",1969,NA,16.172,NA,NA,NA,3,4
"5760",339,"Albania","ALB",1970,NA,20.4128181818182,NA,NA,NA,3,4
"5761",339,"Albania","ALB",1971,NA,32.9682727272727,NA,NA,NA,3,4
"5762",339,"Albania","ALB",1972,NA,33.327,NA,NA,NA,3,4
"5763",339,"Albania","ALB",1973,NA,48.998,NA,NA,NA,3,4
"5764",339,"Albania","ALB",1974,NA,84.405,NA,NA,NA,3,4
"5765",339,"Albania","ALB",1975,NA,94.439,NA,NA,NA,3,4
"5766",339,"Albania","ALB",1976,NA,77.696,NA,NA,NA,3,4
"5767",339,"Albania","ALB",1977,NA,108.818,NA,NA,NA,3,4
"5768",339,"Albania","ALB",1978,NA,97.436,NA,NA,NA,3,4
"5769",339,"Albania","ALB",1979,NA,221.297910690909,NA,NA,NA,3,4
"5770",339,"Albania","ALB",1980,NA,326.938409090909,NA,NA,NA,3,4
"5771",339,"Albania","ALB",1981,253.1067,273.720909090909,NA,NA,2,2,4
"5772",339,"Albania","ALB",1982,321.1681,253.625068493152,NA,NA,2,2,4
"5773",339,"Albania","ALB",1983,241.5787,217.500994307954,NA,NA,2,2,4
"5774",339,"Albania","ALB",1984,251.793182472316,210.390077888782,NA,NA,2,2,4
"5775",339,"Albania","ALB",1985,260.99118623497,198.291667641755,NA,NA,2,2,4
"5776",339,"Albania","ALB",1986,253.274415191382,286.069658453277,NA,NA,2,2,4
"5777",339,"Albania","ALB",1987,245.121285522494,230.130638731724,NA,NA,2,2,4
"5778",339,"Albania","ALB",1988,317.645286046917,258.293415321002,NA,NA,2,2,4
"5779",339,"Albania","ALB",1989,387.254088272103,305.299897486807,NA,NA,2,2,4
"5780",339,"Albania","ALB",1990,423.135066957518,224.267474907148,NA,NA,2,2,4
"5781",339,"Albania","ALB",1991,495.887789418239,171.206601319239,NA,NA,2,2,4
"5782",339,"Albania","ALB",1992,574.458561424158,114.108574907522,NA,NA,2,2,4
"5783",339,"Albania","ALB",1993,421.13018983466,122.465156154317,NA,NA,2,2,4
"5784",339,"Albania","ALB",1994,160.575615598689,141.476732307042,NA,NA,2,2,4
"5785",339,"Albania","ALB",1995,650.632433452899,201.83715849942,NA,NA,2,2,4
"5786",339,"Albania","ALB",1996,908.589323493784,210.539981674452,NA,NA,2,2,4
"5787",339,"Albania","ALB",1997,619.735368552395,141.30093918123,NA,NA,2,2,4
"5788",339,"Albania","ALB",1998,794.646824518699,206.488161097588,NA,NA,2,2,4
"5789",339,"Albania","ALB",1999,899.102879826568,275.349258331029,NA,NA,2,2,4
"5790",339,"Albania","ALB",2000,1103.51169203412,257.722626700987,NA,NA,2,2,4
"5791",339,"Albania","ALB",2001,1335.51387877929,307.321172109945,NA,NA,2,2,4
"5792",339,"Albania","ALB",2002,1501.55057925992,338.843627003467,NA,NA,2,2,4
"5793",339,"Albania","ALB",2003,1852.32498070337,447.11490313938,NA,NA,2,2,4
"5794",339,"Albania","ALB",2004,2294.12946694253,604.410315688902,NA,NA,2,2,4
"5795",339,"Albania","ALB",2005,2616.06927576187,631.90229044695,NA,NA,2,2,4
"5796",339,"Albania","ALB",2006,3008.05761621697,748.519432462379,NA,NA,2,2,4
"5797",339,"Albania","ALB",2007,4145.66199862315,1018.1592616654,NA,NA,2,2,4
"5798",339,"Albania","ALB",2008,5243.4122228038,1341.83296230955,NA,NA,2,2,4
"5799",339,"Albania","ALB",2009,4440.28993091516,1100.40934902324,NA,NA,2,2,4
"5800",339,"Albania","ALB",2010,4546.82998158117,1554.29298869503,NA,NA,2,2,4
"5801",339,"Albania","ALB",2011,5318.65257563575,1951.50086464723,NA,NA,2,2,4
"5802",339,"Albania","ALB",2012,4884.93901802428,1968.91349196374,NA,NA,2,2,4
"5803",339,"Albania","ALB",2013,4906.1741971262,2298.16411466466,NA,NA,2,2,4
"5804",339,"Albania","ALB",2014,5220.86492470926,2322.77085717918,NA,NA,2,2,4
"5805",341,"Montenegro","MNG",1998,NA,NA,NA,NA,NA,4,4
"5806",341,"Montenegro","MNG",2000,NA,NA,NA,NA,4,4,4
"5807",341,"Montenegro","MNG",2001,NA,NA,NA,NA,4,4,4
"5808",341,"Montenegro","MNG",2002,NA,NA,NA,NA,4,4,4
"5809",341,"Montenegro","MNG",2003,NA,NA,NA,NA,4,4,4
"5810",341,"Montenegro","MNG",2004,NA,NA,NA,NA,4,4,4
"5811",341,"Montenegro","MNG",2005,270.17716,91.7980909090909,NA,NA,2,2,4
"5812",341,"Montenegro","MNG",2006,1828.2104054813,553.39384616643,NA,NA,2,2,4
"5813",341,"Montenegro","MNG",2007,2832.11046394416,620.388681760792,NA,NA,2,2,4
"5814",341,"Montenegro","MNG",2008,3613.87103500583,606.947070237888,NA,NA,2,2,4
"5815",341,"Montenegro","MNG",2009,2195.58832111752,384.047029120336,NA,NA,2,2,4
"5816",341,"Montenegro","MNG",2010,2084.72454446078,436.795386540057,NA,NA,2,2,4
"5817",341,"Montenegro","MNG",2011,2534.5875399483,631.041295093731,NA,NA,2,2,4
"5818",341,"Montenegro","MNG",2012,2339.40946875081,470.723650411791,NA,NA,2,2,4
"5819",341,"Montenegro","MNG",2013,2354.27632057892,497.953372877307,NA,NA,2,2,4
"5820",341,"Montenegro","MNG",2014,2839.41291508917,574.257052220141,NA,NA,2,2,4
"5821",343,"Macedonia","MAC",1993,1199.373,1055.361,NA,NA,2,2,4
"5822",343,"Macedonia","MAC",1994,1484.186,1086.438,NA,NA,2,2,4
"5823",343,"Macedonia","MAC",1995,1712.031928,1202.774824,NA,NA,2,2,4
"5824",343,"Macedonia","MAC",1996,1626.80095513,1148.21564698,NA,NA,2,2,4
"5825",343,"Macedonia","MAC",1997,1773.536540243,1237.415392678,NA,NA,2,2,4
"5826",343,"Macedonia","MAC",1998,1914.886262,1310.695946,NA,NA,2,2,4
"5827",343,"Macedonia","MAC",1999,1796.455536,1191.96804,NA,NA,2,2,4
"5828",343,"Macedonia","MAC",2000,2084.737699,1318.992982,NA,NA,2,2,4
"5829",343,"Macedonia","MAC",2001,1687.599787,1155.068184,NA,NA,2,2,4
"5830",343,"Macedonia","MAC",2002,1995.14702266925,1115.27373460839,NA,NA,2,2,4
"5831",343,"Macedonia","MAC",2003,2306.32239659177,1366.5816155665,NA,NA,2,2,4
"5832",343,"Macedonia","MAC",2004,2931.31739261535,1675.35410724017,NA,NA,2,2,4
"5833",343,"Macedonia","MAC",2005,3224.90912448837,2040.86900751735,NA,NA,2,2,4
"5834",343,"Macedonia","MAC",2006,3479.11878347798,1841.7630302937,NA,NA,2,2,4
"5835",343,"Macedonia","MAC",2007,5280.58056403638,3398.26828249312,NA,NA,2,2,4
"5836",343,"Macedonia","MAC",2008,6851.67209296541,3978.23078096511,NA,NA,2,2,4
"5837",343,"Macedonia","MAC",2009,5072.81723109599,2708.48757039027,NA,NA,2,2,4
"5838",343,"Macedonia","MAC",2010,5450.6683928938,3301.82912032005,NA,NA,2,2,4
"5839",343,"Macedonia","MAC",2011,6142.60096573682,4279.64794984476,NA,NA,2,2,4
"5840",343,"Macedonia","MAC",2012,6110.72038041086,3980.26743771003,NA,NA,2,2,4
"5841",343,"Macedonia","MAC",2013,6418.6151566596,4264.84653862966,NA,NA,2,2,4
"5842",343,"Macedonia","MAC",2014,7194.32835085097,5110.03259315371,NA,NA,2,2,4
"5843",344,"Croatia","CRO",1992,NA,NA,NA,NA,NA,NA,4
"5844",344,"Croatia","CRO",1993,4666.735,3903.918,NA,NA,2,2,4
"5845",344,"Croatia","CRO",1994,5229.315,4260.501,NA,NA,2,2,4
"5846",344,"Croatia","CRO",1995,7510.128,4632.684,NA,NA,2,2,4
"5847",344,"Croatia","CRO",1996,7786.54051,4512.06041,NA,NA,2,2,4
"5848",344,"Croatia","CRO",1997,9099.7875,4331.61,NA,NA,2,2,4
"5849",344,"Croatia","CRO",1998,8326.8543378,4556.532,NA,NA,2,2,4
"5850",344,"Croatia","CRO",1999,7724.49,4226.07,NA,NA,2,2,4
"5851",344,"Croatia","CRO",2000,7886.511618,4431.597451,NA,NA,2,2,4
"5852",344,"Croatia","CRO",2001,9147.116308,4665.908208,NA,NA,2,2,4
"5853",344,"Croatia","CRO",2002,10722.045058,4903.584487,NA,NA,2,2,4
"5854",344,"Croatia","CRO",2003,14209.032389,6186.630195,NA,NA,2,2,4
"5855",344,"Croatia","CRO",2004,16589.073863,8024.156751,NA,NA,2,2,4
"5856",344,"Croatia","CRO",2005,18560.366295,8772.552653,NA,NA,2,2,4
"5857",344,"Croatia","CRO",2006,21420.190758,10181.35716,NA,NA,2,2,4
"5858",344,"Croatia","CRO",2007,25838.809,12363.933,NA,NA,2,2,4
"5859",344,"Croatia","CRO",2008,30740.321,14020.582,NA,NA,2,2,4
"5860",344,"Croatia","CRO",2009,21075.238,10383.078,NA,NA,2,2,4
"5861",344,"Croatia","CRO",2010,19987.131,11521.005,NA,NA,2,2,4
"5862",344,"Croatia","CRO",2011,22708.237,13374.835,NA,NA,2,2,4
"5863",344,"Croatia","CRO",2012,20724.84,11927.166,NA,NA,2,2,4
"5864",344,"Croatia","CRO",2013,20853.721802,11797.664959,NA,NA,2,2,4
"5865",344,"Croatia","CRO",2014,22515.96,13680.271,NA,NA,2,2,4
"5866",345,"Yugoslavia","YUG",1878,7.72200775146484,7.33590745925903,NA,NA,1,1,4
"5867",345,"Yugoslavia","YUG",1879,8.09248542785645,7.5144510269165,NA,NA,1,1,4
"5868",345,"Yugoslavia","YUG",1880,8.84615421295166,6.73076915740967,NA,NA,1,1,4
"5869",345,"Yugoslavia","YUG",1881,8.26923084259033,7.692307472229,NA,NA,1,1,4
"5870",345,"Yugoslavia","YUG",1882,9.21305179595947,7.67754316329956,NA,NA,1,1,4
"5871",345,"Yugoslavia","YUG",1883,9.61538505554199,7.692307472229,NA,NA,1,1,4
"5872",345,"Yugoslavia","YUG",1884,9.84556007385254,7.72200775146484,NA,NA,1,1,4
"5873",345,"Yugoslavia","YUG",1885,7.61904764175415,7.2380952835083,NA,NA,1,1,4
"5874",345,"Yugoslavia","YUG",1886,10.0192680358887,7.89980745315552,NA,NA,1,1,4
"5875",345,"Yugoslavia","YUG",1887,6.85714292526245,6.85714292526245,NA,NA,1,1,4
"5876",345,"Yugoslavia","YUG",1888,6.71785020828247,7.48560476303101,NA,NA,1,1,4
"5877",345,"Yugoslavia","YUG",1889,6.73076915740967,7.5,NA,NA,1,1,4
"5878",345,"Yugoslavia","YUG",1890,7.2380952835083,8.7619047164917,NA,NA,1,1,4
"5879",345,"Yugoslavia","YUG",1891,8.17490482330322,9.88593196868896,NA,NA,1,1,4
"5880",345,"Yugoslavia","YUG",1892,7.07456970214844,8.79541110992432,NA,NA,1,1,4
"5881",345,"Yugoslavia","YUG",1893,7.89980745315552,9.44123268127441,NA,NA,1,1,4
"5882",345,"Yugoslavia","YUG",1894,6.73076915740967,8.84615421295166,NA,NA,1,1,4
"5883",345,"Yugoslavia","YUG",1895,5.41586065292358,8.31721496582031,NA,NA,1,1,4
"5884",345,"Yugoslavia","YUG",1896,6.38297891616821,10.2514505386353,NA,NA,1,1,4
"5885",345,"Yugoslavia","YUG",1897,8.63723564147949,10.7485609054565,NA,NA,1,1,4
"5886",345,"Yugoslavia","YUG",1898,7.83938837051392,10.8986616134644,NA,NA,1,1,4
"5887",345,"Yugoslavia","YUG",1899,8.79541110992432,12.6195030212402,NA,NA,1,1,4
"5888",345,"Yugoslavia","YUG",1900,10.325047492981,12.6195030212402,NA,NA,1,1,4
"5889",345,"Yugoslavia","YUG",1901,8.41300201416016,12.6195030212402,NA,NA,1,1,4
"5890",345,"Yugoslavia","YUG",1902,8.63723564147949,13.8195781707764,NA,NA,1,1,4
"5891",345,"Yugoslavia","YUG",1903,11.1111106872559,11.4942531585693,NA,NA,1,1,4
"5892",345,"Yugoslavia","YUG",1904,11.7988395690918,11.992262840271,NA,NA,1,1,4
"5893",345,"Yugoslavia","YUG",1905,10.9161796569824,14.0350875854492,NA,NA,1,1,4
"5894",345,"Yugoslavia","YUG",1906,8.59375,14.0625,NA,NA,1,1,4
"5895",345,"Yugoslavia","YUG",1907,13.8943252563477,15.8512716293335,NA,NA,1,1,4
"5896",345,"Yugoslavia","YUG",1908,14.9606294631958,15.3543310165405,NA,NA,1,1,4
"5897",345,"Yugoslavia","YUG",1909,14.4249515533447,18.1286544799805,NA,NA,1,1,4
"5898",345,"Yugoslavia","YUG",1910,16.6015625,15.234375,NA,NA,1,1,4
"5899",345,"Yugoslavia","YUG",1911,22.4171543121338,22.8070182800293,NA,NA,1,1,4
"5900",345,"Yugoslavia","YUG",1912,20.703125,16.40625,NA,NA,1,1,4
"5901",345,"Yugoslavia","YUG",1913,NA,NA,NA,NA,NA,NA,4
"5902",345,"Yugoslavia","YUG",1914,NA,NA,NA,NA,NA,NA,4
"5903",345,"Yugoslavia","YUG",1915,NA,NA,NA,NA,NA,NA,4
"5904",345,"Yugoslavia","YUG",1916,NA,NA,NA,NA,NA,NA,4
"5905",345,"Yugoslavia","YUG",1917,NA,NA,NA,NA,NA,NA,4
"5906",345,"Yugoslavia","YUG",1918,NA,NA,NA,NA,NA,NA,4
"5907",345,"Yugoslavia","YUG",1919,NA,NA,NA,NA,NA,NA,4
"5908",345,"Yugoslavia","YUG",1920,127.661140441895,48.6556167602539,NA,NA,1,1,4
"5909",345,"Yugoslavia","YUG",1921,97.5609741210938,58.2524261474609,NA,NA,1,1,4
"5910",345,"Yugoslavia","YUG",1922,87.0740966796875,49.8918342590332,NA,NA,1,1,4
"5911",345,"Yugoslavia","YUG",1923,89.0866241455078,86.29931640625,NA,NA,1,1,4
"5912",345,"Yugoslavia","YUG",1924,105.384613037109,122.307693481445,NA,NA,1,1,4
"5913",345,"Yugoslavia","YUG",1925,149.2158203125,151.807022094727,NA,NA,1,1,4
"5914",345,"Yugoslavia","YUG",1926,134.662902832031,138.016235351562,NA,NA,1,1,4
"5915",345,"Yugoslavia","YUG",1927,135.451507568359,118.914901733398,NA,NA,1,1,4
"5916",345,"Yugoslavia","YUG",1928,137.979583740234,113.340370178223,NA,NA,1,1,4
"5917",345,"Yugoslavia","YUG",1929,133.509231567383,139.313980102539,NA,NA,1,1,4
"5918",345,"Yugoslavia","YUG",1930,123.055160522461,119.872703552246,NA,NA,1,1,4
"5919",345,"Yugoslavia","YUG",1931,84.8656311035156,84.8656311035156,NA,NA,1,1,4
"5920",345,"Yugoslavia","YUG",1932,46.9314079284668,50.2133255004883,NA,NA,1,1,4
"5921",345,"Yugoslavia","YUG",1933,50.7131538391113,59.517520904541,NA,NA,1,1,4
"5922",345,"Yugoslavia","YUG",1934,81.0442657470703,88.0817260742188,NA,NA,1,1,4
"5923",345,"Yugoslavia","YUG",1935,83,93,NA,NA,1,1,4
"5924",345,"Yugoslavia","YUG",1936,93.7069396972656,100.597152709961,NA,NA,1,1,4
"5925",345,"Yugoslavia","YUG",1937,120.590270996094,144.569976806641,NA,NA,1,1,4
"5926",345,"Yugoslavia","YUG",1938,114,117,NA,NA,1,1,4
"5927",345,"Yugoslavia","YUG",1939,108,125.300003051758,NA,NA,1,1,4
"5928",345,"Yugoslavia","YUG",1940,135.228042602539,150.078628540039,NA,NA,1,1,4
"5929",345,"Yugoslavia","YUG",1941,NA,NA,NA,NA,NA,NA,4
"5930",345,"Yugoslavia","YUG",1944,NA,NA,NA,NA,NA,NA,4
"5931",345,"Yugoslavia","YUG",1945,20.6000003814697,8.19999980926514,NA,NA,1,1,4
"5932",345,"Yugoslavia","YUG",1946,35.9000015258789,54.9000015258789,NA,NA,1,1,4
"5933",345,"Yugoslavia","YUG",1947,163.699996948242,163.699996948242,NA,NA,1,1,4
"5934",345,"Yugoslavia","YUG",1948,312,296.899993896484,NA,NA,1,1,4
"5935",345,"Yugoslavia","YUG",1949,289,190,NA,NA,1,1,4
"5936",345,"Yugoslavia","YUG",1950,231,156,NA,NA,1,1,4
"5937",345,"Yugoslavia","YUG",1951,379,181,NA,NA,1,1,4
"5938",345,"Yugoslavia","YUG",1952,367,244,NA,NA,1,1,4
"5939",345,"Yugoslavia","YUG",1953,392,184,NA,NA,1,1,4
"5940",345,"Yugoslavia","YUG",1954,334,238,NA,NA,1,1,4
"5941",345,"Yugoslavia","YUG",1955,434,255,NA,NA,1,1,4
"5942",345,"Yugoslavia","YUG",1956,466,322,NA,NA,1,1,4
"5943",345,"Yugoslavia","YUG",1957,648,393,NA,NA,1,1,4
"5944",345,"Yugoslavia","YUG",1958,674,436,NA,NA,1,1,4
"5945",345,"Yugoslavia","YUG",1959,678,476,NA,NA,1,1,4
"5946",345,"Yugoslavia","YUG",1960,822.6,565.4,NA,NA,2,2,4
"5947",345,"Yugoslavia","YUG",1961,882.3,553.2,NA,NA,2,2,4
"5948",345,"Yugoslavia","YUG",1962,867,687,NA,NA,2,2,4
"5949",345,"Yugoslavia","YUG",1963,1036.4,785.5,NA,NA,2,2,4
"5950",345,"Yugoslavia","YUG",1964,1292.6,887.3,NA,NA,2,2,4
"5951",345,"Yugoslavia","YUG",1965,1264.6,1090,NA,NA,2,2,4
"5952",345,"Yugoslavia","YUG",1966,1551.2,1221.5,NA,NA,2,2,4
"5953",345,"Yugoslavia","YUG",1967,1688.3,1250.8,NA,NA,2,2,4
"5954",345,"Yugoslavia","YUG",1968,1772.2,1256.7,NA,NA,2,2,4
"5955",345,"Yugoslavia","YUG",1969,2107.51,1472.44,NA,NA,2,2,4
"5956",345,"Yugoslavia","YUG",1970,2864.14,1682.91,NA,NA,2,2,4
"5957",345,"Yugoslavia","YUG",1971,3242.93,1819.68,NA,NA,2,2,4
"5958",345,"Yugoslavia","YUG",1972,3219.77,2237.54,NA,NA,2,2,4
"5959",345,"Yugoslavia","YUG",1973,4513.1,2853.26,NA,NA,2,2,4
"5960",345,"Yugoslavia","YUG",1974,7544.15,3805.1,NA,NA,2,2,4
"5961",345,"Yugoslavia","YUG",1975,7696.82,4072.51,NA,NA,2,2,4
"5962",345,"Yugoslavia","YUG",1976,7367,4865.95,NA,NA,2,2,4
"5963",345,"Yugoslavia","YUG",1977,9634.25,5254.22,NA,NA,2,2,4
"5964",345,"Yugoslavia","YUG",1978,9988.47,5668.22,NA,NA,2,2,4
"5965",345,"Yugoslavia","YUG",1979,12861.35,6491.66,NA,NA,2,2,4
"5966",345,"Yugoslavia","YUG",1980,15101.19,8976.56,NA,NA,2,2,4
"5967",345,"Yugoslavia","YUG",1981,15817.36,10928.92,NA,NA,2,2,4
"5968",345,"Yugoslavia","YUG",1982,13338.39,10245.81,NA,NA,2,2,4
"5969",345,"Yugoslavia","YUG",1983,12149.12,9908.8,NA,NA,2,2,4
"5970",345,"Yugoslavia","YUG",1984,11992.48,10242.51,NA,NA,2,2,4
"5971",345,"Yugoslavia","YUG",1985,12163.34,10641.42,NA,NA,2,2,4
"5972",345,"Yugoslavia","YUG",1986,11762.45,10310.7,NA,NA,2,2,4
"5973",345,"Yugoslavia","YUG",1987,12603.54,11432.77,NA,NA,2,2,4
"5974",345,"Yugoslavia","YUG",1988,13155.49,12601.46,NA,NA,2,2,4
"5975",345,"Yugoslavia","YUG",1989,14833.224,13599.094,NA,NA,2,2,4
"5976",345,"Yugoslavia","YUG",1990,19226.911,14356.079,NA,NA,2,2,4
