"","ccode","statename","stateabb","year","imports","exports","alt_imports","alt_exports","source1","source2","version"
"3609",200,"United Kingdom","UKG",1870,1515,1000,NA,NA,1,1,4
"3610",200,"United Kingdom","UKG",1871,1655,1115,NA,NA,1,1,4
"3611",200,"United Kingdom","UKG",1872,1775,1280,NA,NA,1,1,4
"3612",200,"United Kingdom","UKG",1873,1450,945,NA,NA,1,1,4
"3613",200,"United Kingdom","UKG",1874,1850,1200,NA,NA,1,1,4
"3614",200,"United Kingdom","UKG",1875,1450,760,NA,NA,1,1,4
"3615",200,"United Kingdom","UKG",1876,1875,1005,NA,NA,1,1,4
"3616",200,"United Kingdom","UKG",1877,1970,995,NA,NA,1,1,4
"3617",200,"United Kingdom","UKG",1878,1845,965,NA,NA,1,1,4
"3618",200,"United Kingdom","UKG",1879,1815,960,NA,NA,1,1,4
"3619",200,"United Kingdom","UKG",1880,1546.76000976562,1391.96997070312,NA,NA,1,1,4
"3620",200,"United Kingdom","UKG",1881,1985,1170,NA,NA,1,1,4
"3621",200,"United Kingdom","UKG",1882,2065,1205,NA,NA,1,1,4
"3622",200,"United Kingdom","UKG",1883,2135,1200,NA,NA,1,1,4
"3623",200,"United Kingdom","UKG",1884,1950,1165,NA,NA,1,1,4
"3624",200,"United Kingdom","UKG",1885,1802.90002441406,1320.02001953125,NA,NA,1,1,4
"3625",200,"United Kingdom","UKG",1886,1750,1065,NA,NA,1,1,4
"3626",200,"United Kingdom","UKG",1887,1810,1110,NA,NA,1,1,4
"3627",200,"United Kingdom","UKG",1888,1940,1175,NA,NA,1,1,4
"3628",200,"United Kingdom","UKG",1889,2140,1245,NA,NA,1,1,4
"3629",200,"United Kingdom","UKG",1890,2105,1320,NA,NA,1,1,4
"3630",200,"United Kingdom","UKG",1891,2175,1235,NA,NA,1,1,4
"3631",200,"United Kingdom","UKG",1892,2120,1135,NA,NA,1,1,4
"3632",200,"United Kingdom","UKG",1893,2025,1090,NA,NA,1,1,4
"3633",200,"United Kingdom","UKG",1894,2040,1080,NA,NA,1,1,4
"3634",200,"United Kingdom","UKG",1895,1605,780,NA,NA,1,1,4
"3635",200,"United Kingdom","UKG",1896,2210,1200,NA,NA,1,1,4
"3636",200,"United Kingdom","UKG",1897,2255,1170,NA,NA,1,1,4
"3637",200,"United Kingdom","UKG",1898,2355,1165,NA,NA,1,1,4
"3638",200,"United Kingdom","UKG",1899,2425,1275,NA,NA,1,1,4
"3639",200,"United Kingdom","UKG",1900,2070,985,NA,NA,1,1,4
"3640",200,"United Kingdom","UKG",1901,2610,1400,NA,NA,1,1,4
"3641",200,"United Kingdom","UKG",1902,2640,1415,NA,NA,1,1,4
"3642",200,"United Kingdom","UKG",1903,2715,1455,NA,NA,1,1,4
"3643",200,"United Kingdom","UKG",1904,2755,1505,NA,NA,1,1,4
"3644",200,"United Kingdom","UKG",1905,2185.7548828125,1081.89501953125,NA,NA,1,1,4
"3645",200,"United Kingdom","UKG",1906,3040,1880,NA,NA,1,1,4
"3646",200,"United Kingdom","UKG",1907,3230,2130,NA,NA,1,1,4
"3647",200,"United Kingdom","UKG",1908,2965,1885,NA,NA,1,1,4
"3648",200,"United Kingdom","UKG",1909,3125,1890,NA,NA,1,1,4
"3649",200,"United Kingdom","UKG",1910,2539.03491210938,1873.71496582031,NA,NA,1,1,4
"3650",200,"United Kingdom","UKG",1911,3400,2270,NA,NA,1,1,4
"3651",200,"United Kingdom","UKG",1912,3725,2435,NA,NA,1,1,4
"3652",200,"United Kingdom","UKG",1913,3295.84008789062,2626.27001953125,NA,NA,1,1,4
"3653",200,"United Kingdom","UKG",1914,3485,2155,NA,NA,1,1,4
"3654",200,"United Kingdom","UKG",1915,4260,1925,NA,NA,1,1,4
"3655",200,"United Kingdom","UKG",1916,4519.0478515625,2409.52392578125,NA,NA,1,1,4
"3656",200,"United Kingdom","UKG",1917,5066.66650390625,2509.52392578125,NA,NA,1,1,4
"3657",200,"United Kingdom","UKG",1918,6266.66650390625,2385.71435546875,NA,NA,1,1,4
"3658",200,"United Kingdom","UKG",1919,7197.875,3536.96337890625,NA,NA,1,1,4
"3659",200,"United Kingdom","UKG",1920,7772.72705078125,6045.45458984375,NA,NA,1,1,4
"3660",200,"United Kingdom","UKG",1921,3768.283203125,2705.927734375,NA,NA,1,1,4
"3661",200,"United Kingdom","UKG",1922,4086.36352539062,3272.72729492188,NA,NA,1,1,4
"3662",200,"United Kingdom","UKG",1923,4657.14306640625,3652.380859375,NA,NA,1,1,4
"3663",200,"United Kingdom","UKG",1924,4943.47802734375,3482.60864257812,NA,NA,1,1,4
"3664",200,"United Kingdom","UKG",1925,5649.44482421875,3867.53735351562,NA,NA,1,1,4
"3665",200,"United Kingdom","UKG",1926,5422.74072265625,3172.9833984375,NA,NA,1,1,4
"3666",200,"United Kingdom","UKG",1927,5323.2861328125,3446.76708984375,NA,NA,1,1,4
"3667",200,"United Kingdom","UKG",1928,5231.1435546875,3523.1142578125,NA,NA,1,1,4
"3668",200,"United Kingdom","UKG",1929,5395.8232421875,3540.5537109375,NA,NA,1,1,4
"3669",200,"United Kingdom","UKG",1930,4657.26806640625,2775.88720703125,NA,NA,1,1,4
"3670",200,"United Kingdom","UKG",1931,3614.51245117188,1773.24267578125,NA,NA,1,1,4
"3671",200,"United Kingdom","UKG",1932,2244.82763671875,1258.62072753906,NA,NA,1,1,4
"3672",200,"United Kingdom","UKG",1933,2158.62060546875,1268.96557617188,NA,NA,1,1,4
"3673",200,"United Kingdom","UKG",1934,3578.947265625,2084.21044921875,NA,NA,1,1,4
"3674",200,"United Kingdom","UKG",1935,3426,2073,NA,NA,1,1,4
"3675",200,"United Kingdom","UKG",1936,3911.53076171875,2191.84887695312,NA,NA,1,1,4
"3676",200,"United Kingdom","UKG",1937,4710.82568359375,2575.38305664062,NA,NA,1,1,4
"3677",200,"United Kingdom","UKG",1938,4161,2277,NA,NA,1,1,4
"3678",200,"United Kingdom","UKG",1939,4054.54541015625,2240.9091796875,NA,NA,1,1,4
"3679",200,"United Kingdom","UKG",1940,4808.33349609375,1829.16662597656,NA,NA,1,1,4
"3680",200,"United Kingdom","UKG",1941,4783.33349609375,1575,NA,NA,1,1,4
"3681",200,"United Kingdom","UKG",1942,4166.66650390625,1150,NA,NA,1,1,4
"3682",200,"United Kingdom","UKG",1943,5154.16650390625,1000,NA,NA,1,1,4
"3683",200,"United Kingdom","UKG",1944,5470.83349609375,1175,NA,NA,1,1,4
"3684",200,"United Kingdom","UKG",1945,4608.33349609375,1875,NA,NA,1,1,4
"3685",200,"United Kingdom","UKG",1946,5420.83349609375,3812.5,NA,NA,1,1,4
"3686",200,"United Kingdom","UKG",1947,7491.66650390625,4758.33349609375,NA,NA,1,1,4
"3687",200,"United Kingdom","UKG",1948,8150,6320,NA,NA,1,1,4
"3688",200,"United Kingdom","UKG",1949,8260,6520,NA,NA,1,1,4
"3689",200,"United Kingdom","UKG",1950,7050,6050,NA,NA,1,1,4
"3690",200,"United Kingdom","UKG",1951,10410,7200,NA,NA,1,1,4
"3691",200,"United Kingdom","UKG",1952,9360,7230,NA,NA,1,1,4
"3692",200,"United Kingdom","UKG",1953,9090,7160,NA,NA,1,1,4
"3693",200,"United Kingdom","UKG",1954,8940,7280,NA,NA,1,1,4
"3694",200,"United Kingdom","UKG",1955,10220,7920,NA,NA,1,1,4
"3695",200,"United Kingdom","UKG",1956,10230,8710,NA,NA,1,1,4
"3696",200,"United Kingdom","UKG",1957,10830,9110,NA,NA,1,1,4
"3697",200,"United Kingdom","UKG",1958,10340,9190,NA,NA,1,1,4
"3698",200,"United Kingdom","UKG",1959,11010,9640,NA,NA,1,1,4
"3699",200,"United Kingdom","UKG",1960,12558.4,10341,NA,NA,2,2,4
"3700",200,"United Kingdom","UKG",1961,12276.9,10797.3,NA,NA,2,2,4
"3701",200,"United Kingdom","UKG",1962,12536.2,11086.3,NA,NA,2,2,4
"3702",200,"United Kingdom","UKG",1963,13525.1,11935.5,NA,NA,2,2,4
"3703",200,"United Kingdom","UKG",1964,15740.8,12512.3,NA,NA,2,2,4
"3704",200,"United Kingdom","UKG",1965,15945.5,13415.7,NA,NA,2,2,4
"3705",200,"United Kingdom","UKG",1966,16608.4,14618.9,NA,NA,2,2,4
"3706",200,"United Kingdom","UKG",1967,17677,14348.7,NA,NA,2,2,4
"3707",200,"United Kingdom","UKG",1968,18958.2,15344.8,NA,NA,2,2,4
"3708",200,"United Kingdom","UKG",1969,19956.2,17515.6,NA,NA,2,2,4
"3709",200,"United Kingdom","UKG",1970,21727.3,19349.2,NA,NA,2,2,4
"3710",200,"United Kingdom","UKG",1971,24301.3,22632,NA,NA,2,2,4
"3711",200,"United Kingdom","UKG",1972,28230.2,24743.4,NA,NA,2,2,4
"3712",200,"United Kingdom","UKG",1973,39370.4,31027,NA,NA,2,2,4
"3713",200,"United Kingdom","UKG",1974,55017.8,39391.9,NA,NA,2,2,4
"3714",200,"United Kingdom","UKG",1975,54154.1,44542,NA,NA,2,2,4
"3715",200,"United Kingdom","UKG",1976,55898.2,45488.4,NA,NA,2,2,4
"3716",200,"United Kingdom","UKG",1977,63165.6,55865.1,NA,NA,2,2,4
"3717",200,"United Kingdom","UKG",1978,75816.1,67853.9,NA,NA,2,2,4
"3718",200,"United Kingdom","UKG",1979,99590,86356,NA,NA,2,2,4
"3719",200,"United Kingdom","UKG",1980,115741.3,110076.7,NA,NA,2,2,4
"3720",200,"United Kingdom","UKG",1981,102632.6,102268.7,NA,NA,2,2,4
"3721",200,"United Kingdom","UKG",1982,99567,96967.2,NA,NA,2,2,4
"3722",200,"United Kingdom","UKG",1983,100033.2,91640.7,NA,NA,2,2,4
"3723",200,"United Kingdom","UKG",1984,104720.4,93888.4,NA,NA,2,2,4
"3724",200,"United Kingdom","UKG",1985,108953.7,101248.8,NA,NA,2,2,4
"3725",200,"United Kingdom","UKG",1986,126309,107088.1,NA,NA,2,2,4
"3726",200,"United Kingdom","UKG",1987,154390.3,131238.6,NA,NA,2,2,4
"3727",200,"United Kingdom","UKG",1988,189757.718589241,146141.277602541,NA,NA,2,2,4
"3728",200,"United Kingdom","UKG",1989,199415.69240268,154464.226704479,NA,NA,2,2,4
"3729",200,"United Kingdom","UKG",1990,223045.713073045,185106.434554231,NA,NA,2,2,4
"3730",200,"United Kingdom","UKG",1991,209933.021227076,184977.618629022,NA,NA,2,2,4
"3731",200,"United Kingdom","UKG",1992,221556.790501918,190011.219074868,NA,NA,2,2,4
"3732",200,"United Kingdom","UKG",1993,205385.904947583,180186.519312204,NA,NA,2,2,4
"3733",200,"United Kingdom","UKG",1994,226008.426554306,203933.393642797,NA,NA,2,2,4
"3734",200,"United Kingdom","UKG",1995,262505.528840793,239387.01221823,NA,NA,2,2,4
"3735",200,"United Kingdom","UKG",1996,283605.219154813,258297.300287355,NA,NA,2,2,4
"3736",200,"United Kingdom","UKG",1997,302837.601292425,279550.139300475,NA,NA,2,2,4
"3737",200,"United Kingdom","UKG",1998,309791.518033812,268181.025468803,NA,NA,2,2,4
"3738",200,"United Kingdom","UKG",1999,321079.836508336,269494.696695062,NA,NA,2,2,4
"3739",200,"United Kingdom","UKG",2000,334971.040483314,282846.080768933,NA,NA,2,2,4
"3740",200,"United Kingdom","UKG",2001,322843.991549518,268578.100103899,NA,NA,2,2,4
"3741",200,"United Kingdom","UKG",2002,335342.57173195,275802.558802917,NA,NA,2,2,4
"3742",200,"United Kingdom","UKG",2003,383635.188609987,305955.750745012,NA,NA,2,2,4
"3743",200,"United Kingdom","UKG",2004,453191.715954922,341978.625565039,NA,NA,2,2,4
"3744",200,"United Kingdom","UKG",2005,519810.966233341,395194.62550864,NA,NA,2,2,4
"3745",200,"United Kingdom","UKG",2006,613177.101808391,453625.55203685,NA,NA,2,2,4
"3746",200,"United Kingdom","UKG",2007,639694.360906087,443885.171121385,NA,NA,2,2,4
"3747",200,"United Kingdom","UKG",2008,659914.955,472914.5367,NA,NA,2,2,4
"3748",200,"United Kingdom","UKG",2009,518878.6002,355299.8963,NA,NA,2,2,4
"3749",200,"United Kingdom","UKG",2010,568334.3017,383821.7776,NA,NA,2,2,4
"3750",200,"United Kingdom","UKG",2011,651060.6953,468229.7895,NA,NA,2,2,4
"3751",200,"United Kingdom","UKG",2012,663267.5415,432057.4498,NA,NA,2,2,4
"3752",200,"United Kingdom","UKG",2013,622220.7847,495778.2531,NA,NA,2,2,4
"3753",200,"United Kingdom","UKG",2014,652956.3196,461906.022,NA,NA,2,2,4
"3754",205,"Ireland","IRE",1922,299,199,NA,NA,1,1,4
"3755",205,"Ireland","IRE",1923,300,200,NA,NA,1,1,4
"3756",205,"Ireland","IRE",1924,300,221.739135742188,NA,NA,1,1,4
"3757",205,"Ireland","IRE",1925,301.8251953125,214.249160766602,NA,NA,1,1,4
"3758",205,"Ireland","IRE",1926,296.404266357422,204.081634521484,NA,NA,1,1,4
"3759",205,"Ireland","IRE",1927,296.548370361328,213.903747558594,NA,NA,1,1,4
"3760",205,"Ireland","IRE",1928,291.970794677734,223.844284057617,NA,NA,1,1,4
"3761",205,"Ireland","IRE",1929,296.260314941406,228.266143798828,NA,NA,1,1,4
"3762",205,"Ireland","IRE",1930,275.979583740234,222.386978149414,NA,NA,1,1,4
"3763",205,"Ireland","IRE",1931,226.757369995117,163.26530456543,NA,NA,1,1,4
"3764",205,"Ireland","IRE",1932,148.275863647461,89.6551742553711,NA,NA,1,1,4
"3765",205,"Ireland","IRE",1933,124.13793182373,65.5172424316406,NA,NA,1,1,4
"3766",205,"Ireland","IRE",1934,196.473541259766,90.6800994873047,NA,NA,1,1,4
"3767",205,"Ireland","IRE",1935,184,98,NA,NA,1,1,4
"3768",205,"Ireland","IRE",1936,198.807159423828,114.314117431641,NA,NA,1,1,4
"3769",205,"Ireland","IRE",1937,217.498764038086,113.692535400391,NA,NA,1,1,4
"3770",205,"Ireland","IRE",1938,202,118,NA,NA,1,1,4
"3771",205,"Ireland","IRE",1939,213.199996948242,132,NA,NA,1,1,4
"3772",205,"Ireland","IRE",1940,195.83332824707,137.5,NA,NA,1,1,4
"3773",205,"Ireland","IRE",1941,123.333335876465,132.91667175293,NA,NA,1,1,4
"3774",205,"Ireland","IRE",1942,145,136.25,NA,NA,1,1,4
"3775",205,"Ireland","IRE",1943,110.416664123535,115.833335876465,NA,NA,1,1,4
"3776",205,"Ireland","IRE",1944,119.166664123535,125.416664123535,NA,NA,1,1,4
"3777",205,"Ireland","IRE",1945,171.66667175293,149.16667175293,NA,NA,1,1,4
"3778",205,"Ireland","IRE",1946,290.799987792969,157.300003051758,NA,NA,1,1,4
"3779",205,"Ireland","IRE",1947,529.700012207031,159.800003051758,NA,NA,1,1,4
"3780",205,"Ireland","IRE",1948,549,197,NA,NA,1,1,4
"3781",205,"Ireland","IRE",1949,479,219,NA,NA,1,1,4
"3782",205,"Ireland","IRE",1950,443,200,NA,NA,1,1,4
"3783",205,"Ireland","IRE",1951,564,225,NA,NA,1,1,4
"3784",205,"Ireland","IRE",1952,477,281,NA,NA,1,1,4
"3785",205,"Ireland","IRE",1953,504,316,NA,NA,1,1,4
"3786",205,"Ireland","IRE",1954,500,320,NA,NA,1,1,4
"3787",205,"Ireland","IRE",1955,566,307,NA,NA,1,1,4
"3788",205,"Ireland","IRE",1956,501,298,NA,NA,1,1,4
"3789",205,"Ireland","IRE",1957,513,365,NA,NA,1,1,4
"3790",205,"Ireland","IRE",1958,552,366,NA,NA,1,1,4
"3791",205,"Ireland","IRE",1959,592,362,NA,NA,1,1,4
"3792",205,"Ireland","IRE",1960,629.9,425.3,NA,NA,2,2,4
"3793",205,"Ireland","IRE",1961,728.8,504.2,NA,NA,2,2,4
"3794",205,"Ireland","IRE",1962,763.5,486.6,NA,NA,2,2,4
"3795",205,"Ireland","IRE",1963,852.3,548.2,NA,NA,2,2,4
"3796",205,"Ireland","IRE",1964,967.7,621.6,NA,NA,2,2,4
"3797",205,"Ireland","IRE",1965,1036.7,625.8,NA,NA,2,2,4
"3798",205,"Ireland","IRE",1966,1041.6,685,NA,NA,2,2,4
"3799",205,"Ireland","IRE",1967,1079,784.7,NA,NA,2,2,4
"3800",205,"Ireland","IRE",1968,1173.6,797.2,NA,NA,2,2,4
"3801",205,"Ireland","IRE",1969,1422.77,890.38,NA,NA,2,2,4
"3802",205,"Ireland","IRE",1970,1569.08,1034.97,NA,NA,2,2,4
"3803",205,"Ireland","IRE",1971,1833.71,1304.62,NA,NA,2,2,4
"3804",205,"Ireland","IRE",1972,2106.04,1605.79,NA,NA,2,2,4
"3805",205,"Ireland","IRE",1973,2775.85,2129.09,NA,NA,2,2,4
"3806",205,"Ireland","IRE",1974,3817.01,2656.72,NA,NA,2,2,4
"3807",205,"Ireland","IRE",1975,3771.98,3176.1,NA,NA,2,2,4
"3808",205,"Ireland","IRE",1976,4195.4,3311.87,NA,NA,2,2,4
"3809",205,"Ireland","IRE",1977,5383.96,4398.17,NA,NA,2,2,4
"3810",205,"Ireland","IRE",1978,7109.6,5681.62,NA,NA,2,2,4
"3811",205,"Ireland","IRE",1979,9885.51,7172.23,NA,NA,2,2,4
"3812",205,"Ireland","IRE",1980,11142.48,8498.06,NA,NA,2,2,4
"3813",205,"Ireland","IRE",1981,10600.07,7682.61,NA,NA,2,2,4
"3814",205,"Ireland","IRE",1982,9698.76,8030.11,NA,NA,2,2,4
"3815",205,"Ireland","IRE",1983,9163.76,8591.32,NA,NA,2,2,4
"3816",205,"Ireland","IRE",1984,9675.15,9639.43,NA,NA,2,2,4
"3817",205,"Ireland","IRE",1985,10017.51,10322.28,NA,NA,2,2,4
"3818",205,"Ireland","IRE",1986,11617.82,12665.36,NA,NA,2,2,4
"3819",205,"Ireland","IRE",1987,13639.69,15998.32,NA,NA,2,2,4
"3820",205,"Ireland","IRE",1988,15604.5200201833,18768.5003699828,NA,NA,2,2,4
"3821",205,"Ireland","IRE",1989,17524.700563448,20869.4612357971,NA,NA,2,2,4
"3822",205,"Ireland","IRE",1990,20829.806563784,23768.5163061207,NA,NA,2,2,4
"3823",205,"Ireland","IRE",1991,20750.719664822,24216.0448277241,NA,NA,2,2,4
"3824",205,"Ireland","IRE",1992,22453.1709898595,28132.3774380232,NA,NA,2,2,4
"3825",205,"Ireland","IRE",1993,21528.1291655815,29178.9071134664,NA,NA,2,2,4
"3826",205,"Ireland","IRE",1994,25183.1077586157,34051.6752601392,NA,NA,2,2,4
"3827",205,"Ireland","IRE",1995,32004.6889963906,43592.3749899419,NA,NA,2,2,4
"3828",205,"Ireland","IRE",1996,34960.5510110589,47363.4230056601,NA,NA,2,2,4
"3829",205,"Ireland","IRE",1997,38903.4852975497,52566.9919478712,NA,NA,2,2,4
"3830",205,"Ireland","IRE",1998,43935.2118255137,64507.6676914065,NA,NA,2,2,4
"3831",205,"Ireland","IRE",1999,47532.928536201,71605.224038725,NA,NA,2,2,4
"3832",205,"Ireland","IRE",2000,50642.4397,76336.1986,NA,NA,2,2,4
"3833",205,"Ireland","IRE",2001,50651.9972,82935.0053,NA,NA,2,2,4
"3834",205,"Ireland","IRE",2002,51427.282,87787.45,NA,NA,2,2,4
"3835",205,"Ireland","IRE",2003,53865.6638,92830.3227,NA,NA,2,2,4
"3836",205,"Ireland","IRE",2004,61344.0285,104437.2606,NA,NA,2,2,4
"3837",205,"Ireland","IRE",2005,68530.4227,109617.0206,NA,NA,2,2,4
"3838",205,"Ireland","IRE",2006,73063.2812,108855.8161,NA,NA,2,2,4
"3839",205,"Ireland","IRE",2007,83834.4149,121496.2485,NA,NA,2,2,4
"3840",205,"Ireland","IRE",2008,84130.0904,125630.3283,NA,NA,2,2,4
"3841",205,"Ireland","IRE",2009,62493.4924,115567.3574,NA,NA,2,2,4
"3842",205,"Ireland","IRE",2010,60047.3054,112169.544,NA,NA,2,2,4
"3843",205,"Ireland","IRE",2011,66277.7989,121066.6657,NA,NA,2,2,4
"3844",205,"Ireland","IRE",2012,61358.9818,111484.6183,NA,NA,2,2,4
"3845",205,"Ireland","IRE",2013,65013.3322,108544.2459,NA,NA,2,2,4
"3846",205,"Ireland","IRE",2014,69679.4631,110910.5305,NA,NA,2,2,4
"3847",210,"Netherlands","NTH",1870,206.097564697266,162.195129394531,NA,NA,1,1,4
"3848",210,"Netherlands","NTH",1871,239.183670043945,187.755096435547,NA,NA,1,1,4
"3849",210,"Netherlands","NTH",1872,252.868850708008,210.655731201172,NA,NA,1,1,4
"3850",210,"Netherlands","NTH",1873,274.190002441406,206.880004882812,NA,NA,1,1,4
"3851",210,"Netherlands","NTH",1874,269.950012207031,204.300003051758,NA,NA,1,1,4
"3852",210,"Netherlands","NTH",1875,288.970001220703,216.660003662109,NA,NA,1,1,4
"3853",210,"Netherlands","NTH",1876,286.799987792969,214.289993286133,NA,NA,1,1,4
"3854",210,"Netherlands","NTH",1877,301.880004882812,217.649993896484,NA,NA,1,1,4
"3855",210,"Netherlands","NTH",1878,325.519989013672,226.679992675781,NA,NA,1,1,4
"3856",210,"Netherlands","NTH",1879,341.149993896484,233.820007324219,NA,NA,1,1,4
"3857",210,"Netherlands","NTH",1880,337.559997558594,253.149993896484,NA,NA,1,1,4
"3858",210,"Netherlands","NTH",1881,369.700012207031,277.529998779297,NA,NA,1,1,4
"3859",210,"Netherlands","NTH",1882,398.820007324219,302.619995117188,NA,NA,1,1,4
"3860",210,"Netherlands","NTH",1883,431.089996337891,275.130004882812,NA,NA,1,1,4
"3861",210,"Netherlands","NTH",1884,453.640014648438,338.170013427734,NA,NA,1,1,4
"3862",210,"Netherlands","NTH",1885,438.540008544922,358.190002441406,NA,NA,1,1,4
"3863",210,"Netherlands","NTH",1886,420.992370605469,362.595428466797,NA,NA,1,1,4
"3864",210,"Netherlands","NTH",1887,451.190490722656,393.650787353516,NA,NA,1,1,4
"3865",210,"Netherlands","NTH",1888,510.843383789062,447.791168212891,NA,NA,1,1,4
"3866",210,"Netherlands","NTH",1889,500,439.357421875,NA,NA,1,1,4
"3867",210,"Netherlands","NTH",1890,517.928283691406,434.262939453125,NA,NA,1,1,4
"3868",210,"Netherlands","NTH",1891,540.239013671875,454.581665039062,NA,NA,1,1,4
"3869",210,"Netherlands","NTH",1892,512.799987792969,453.600006103516,NA,NA,1,1,4
"3870",210,"Netherlands","NTH",1893,570.445373535156,452.226715087891,NA,NA,1,1,4
"3871",210,"Netherlands","NTH",1894,589.112915039062,449.596771240234,NA,NA,1,1,4
"3872",210,"Netherlands","NTH",1895,582.995971679688,477.732788085938,NA,NA,1,1,4
"3873",210,"Netherlands","NTH",1896,656.626525878906,537.349426269531,NA,NA,1,1,4
"3874",210,"Netherlands","NTH",1897,685.140563964844,593.975891113281,NA,NA,1,1,4
"3875",210,"Netherlands","NTH",1898,718.400024414062,606.400024414062,NA,NA,1,1,4
"3876",210,"Netherlands","NTH",1899,763.744995117188,630.677307128906,NA,NA,1,1,4
"3877",210,"Netherlands","NTH",1900,1031.49609375,704.724426269531,NA,NA,1,1,4
"3878",210,"Netherlands","NTH",1901,815.537841796875,690.836669921875,NA,NA,1,1,4
"3879",210,"Netherlands","NTH",1902,861.90478515625,725.396850585938,NA,NA,1,1,4
"3880",210,"Netherlands","NTH",1903,900.395263671875,771.146240234375,NA,NA,1,1,4
"3881",210,"Netherlands","NTH",1904,968,794.400024414062,NA,NA,1,1,4
"3882",210,"Netherlands","NTH",1905,1040.32263183594,802.419372558594,NA,NA,1,1,4
"3883",210,"Netherlands","NTH",1906,1021.86236572266,843.724670410156,NA,NA,1,1,4
"3884",210,"Netherlands","NTH",1907,1081.12451171875,888.353393554688,NA,NA,1,1,4
"3885",210,"Netherlands","NTH",1908,1143.31982421875,882.995971679688,NA,NA,1,1,4
"3886",210,"Netherlands","NTH",1909,1264.91931152344,989.919372558594,NA,NA,1,1,4
"3887",210,"Netherlands","NTH",1910,1323.88659667969,1064.77734375,NA,NA,1,1,4
"3888",210,"Netherlands","NTH",1911,1343.95166015625,1101.61291503906,NA,NA,1,1,4
"3889",210,"Netherlands","NTH",1912,1456.85485839844,1255.24194335938,NA,NA,1,1,4
"3890",210,"Netherlands","NTH",1913,1572.71813964844,1235.70703125,NA,NA,1,1,4
"3891",210,"Netherlands","NTH",1914,NA,NA,NA,NA,NA,NA,4
"3892",210,"Netherlands","NTH",1915,161.726593017578,312.139617919922,NA,NA,1,1,4
"3893",210,"Netherlands","NTH",1916,186.598373413086,363.014831542969,NA,NA,1,1,4
"3894",210,"Netherlands","NTH",1917,208.461334228516,332.921997070312,NA,NA,1,1,4
"3895",210,"Netherlands","NTH",1918,267.218658447266,319.90966796875,NA,NA,1,1,4
"3896",210,"Netherlands","NTH",1919,1146.77001953125,572.75,NA,NA,1,1,4
"3897",210,"Netherlands","NTH",1920,1159.9091796875,602.326721191406,NA,NA,1,1,4
"3898",210,"Netherlands","NTH",1921,753.701232910156,467.698547363281,NA,NA,1,1,4
"3899",210,"Netherlands","NTH",1922,781.490600585938,469.664306640625,NA,NA,1,1,4
"3900",210,"Netherlands","NTH",1923,785.923767089844,508.308929443359,NA,NA,1,1,4
"3901",210,"Netherlands","NTH",1924,901.7958984375,634.314086914062,NA,NA,1,1,4
"3902",210,"Netherlands","NTH",1925,1020.08032226562,726.907653808594,NA,NA,1,1,4
"3903",210,"Netherlands","NTH",1926,978.387268066406,701.712158203125,NA,NA,1,1,4
"3904",210,"Netherlands","NTH",1927,1022.69989013672,762.011657714844,NA,NA,1,1,4
"3905",210,"Netherlands","NTH",1928,1077.99365234375,792.40576171875,NA,NA,1,1,4
"3906",210,"Netherlands","NTH",1929,1104.46203613281,799.228820800781,NA,NA,1,1,4
"3907",210,"Netherlands","NTH",1930,989.541381835938,716.009643554688,NA,NA,1,1,4
"3908",210,"Netherlands","NTH",1931,760.349243164062,527.014526367188,NA,NA,1,1,4
"3909",210,"Netherlands","NTH",1932,523.83447265625,340.951385498047,NA,NA,1,1,4
"3910",210,"Netherlands","NTH",1933,625.840454101562,375.422058105469,NA,NA,1,1,4
"3911",210,"Netherlands","NTH",1934,700.761413574219,479.618621826172,NA,NA,1,1,4
"3912",210,"Netherlands","NTH",1935,635,458,NA,NA,1,1,4
"3913",210,"Netherlands","NTH",1936,657.6826171875,482.381195068359,NA,NA,1,1,4
"3914",210,"Netherlands","NTH",1937,853.195373535156,633.015930175781,NA,NA,1,1,4
"3915",210,"Netherlands","NTH",1938,774,568,NA,NA,1,1,4
"3916",210,"Netherlands","NTH",1939,857.700012207031,553,NA,NA,1,1,4
"3917",210,"Netherlands","NTH",1940,542.981628417969,344.809265136719,NA,NA,1,1,4
"3918",210,"Netherlands","NTH",1945,NA,NA,NA,NA,NA,NA,4
"3919",210,"Netherlands","NTH",1946,891.299987792969,307.5,NA,NA,1,1,4
"3920",210,"Netherlands","NTH",1947,1615.75354003906,714.798217773438,NA,NA,1,1,4
"3921",210,"Netherlands","NTH",1948,1865,1000,NA,NA,1,1,4
"3922",210,"Netherlands","NTH",1949,1845,1280,NA,NA,1,1,4
"3923",210,"Netherlands","NTH",1950,2050,1380,NA,NA,1,1,4
"3924",210,"Netherlands","NTH",1951,2538,1930,NA,NA,1,1,4
"3925",210,"Netherlands","NTH",1952,2238,2070,NA,NA,1,1,4
"3926",210,"Netherlands","NTH",1953,2361,2080,NA,NA,1,1,4
"3927",210,"Netherlands","NTH",1954,2818,2350,NA,NA,1,1,4
"3928",210,"Netherlands","NTH",1955,3170,2630,NA,NA,1,1,4
"3929",210,"Netherlands","NTH",1956,3679,2800,NA,NA,1,1,4
"3930",210,"Netherlands","NTH",1957,4076,3030,NA,NA,1,1,4
"3931",210,"Netherlands","NTH",1958,3589,3180,NA,NA,1,1,4
"3932",210,"Netherlands","NTH",1959,3906,3570,NA,NA,1,1,4
